-7.703027234208427387e+00,-8.321836625203014037e+00,-8.200963244162638333e+00,-8.590081394913577029e+00,-8.624992147372804396e+00,-8.599402893632900557e+00,-7.956320249548473278e+00,-8.079072415759178227e+00,-7.924710370091031741e+00,-7.578197219078480096e+00,-7.130746475576955845e+00,-5.022198078365373242e+00,-4.231346491831377676e+00,-4.824138735110764742e+00,-5.127798276426640989e+00,-4.786865229964357482e+00,-5.450012424267997702e+00,-6.758686562628494876e+00,-8.001066704423230647e+00,-7.645860826774379504e+00,-7.285998498312233451e+00,-8.153452798937854240e+00,-8.099665326532070608e+00,-8.939994812711173466e+00,-7.739559239070928243e+00,-7.560788681020061297e+00,-8.081338528456916137e+00
-8.448465196388168508e+00,-7.409092037621819671e+00,-7.584388003062117356e+00,-8.570043397668472451e+00,-8.418575563121519778e+00,-8.690702257781916629e+00,-8.190656549484174320e+00,-7.715194261976973777e+00,-7.635024763972144690e+00,-6.083502007143633428e+00,-4.731379403030329556e+00,-3.417778541660124514e+00,-3.204905759740955595e+00,-3.040991376806192470e+00,-3.138715733661462615e+00,-2.955770621973603962e+00,-3.033391283000767213e+00,-3.188421066389508063e+00,-2.984210079000545246e+00,-5.343862474683981567e+00,-5.148645611432170810e+00,-7.585750579471328692e+00,-9.348061959747315797e+00,-8.099518015408994742e+00,-7.828901921833745448e+00,-8.519859253023202683e+00,-7.466194758173871904e+00
-9.029581350017144459e+00,-7.684807160047293806e+00,-8.056456401290901681e+00,-8.144590692360884177e+00,-8.111060637825071140e+00,-7.722956893139456547e+00,-7.236692730608804247e+00,-7.870938631600354896e+00,-5.390744708035283494e+00,-4.729722307825291239e+00,-4.630935414399877992e+00,-2.455015438984361698e+00,-3.220611230009530424e+00,-2.693321247736160107e+00,-2.978306734966285951e+00,-3.396663723537609147e+00,-3.783926233327691069e+00,-3.647531680334004545e+00,-4.074809343273192219e+00,-3.719066141594979502e+00,-3.796159646056495696e+00,-5.123051393317210156e+00,-6.564177192450848075e+00,-8.521056656603192891e+00,-8.129886604977780706e+00,-7.677139740435308113e+00,-7.984042300008757920e+00
-7.065616319951861790e+00,-7.337882638801296764e+00,-7.952014357899336083e+00,-7.294797765303163040e+00,-8.546681719813568279e+00,-8.550629135012927762e+00,-7.366165673766590594e+00,-6.970759244914553676e+00,-4.915780540448248637e+00,-4.327247740345822713e+00,-4.870754702693929516e+00,-3.648949957496162799e+00,-1.911045956842584159e+00,-1.454688976180365856e+00,-2.536764125290674077e+00,-2.798709145837761536e+00,-4.030330844570555904e+00,-3.699783929414432571e+00,-3.563812223465953277e+00,-4.386478071227354114e+00,-6.168668334754905835e+00,-4.662704424910053547e+00,-5.711241071116079482e+00,-7.995626646538795512e+00,-8.800768384167671599e+00,-7.282316972429468294e+00,-8.511818471382834872e+00
-7.582912134796125692e+00,-8.071569085087826778e+00,-8.560515424222085556e+00,-8.041802070612025233e+00,-8.196634033463725544e+00,-7.987974675744409225e+00,-7.051203151178000894e+00,-7.191030925459196865e+00,-4.341894977865379701e+00,-5.407294447418008687e+00,-2.877529403898471116e+00,-2.652141581033785833e+00,-2.251624032927261876e+00,-2.110724984176341135e+00,-2.079961418162288578e-01,-2.942013264883741819e+00,-2.585810029336179650e+00,-3.530364570092658916e+00,-3.282543729820256662e+00,-4.530510031151790962e+00,-4.741889889055735274e+00,-3.512285737629738058e+00,-3.582119409569533008e+00,-4.927198008447491340e+00,-7.955007697340363393e+00,-8.488123344410611892e+00,-8.264898701732244390e+00
-8.396317505749399501e+00,-8.045544618057999031e+00,-8.172558470772793626e+00,-8.061475560388005945e+00,-8.314398667985788194e+00,-7.502656899910401300e+00,-6.414765570693424124e+00,-6.064857940697416794e+00,-6.224201812986875026e+00,-4.609580775233481198e+00,-3.858719602652313174e+00,-2.979487597590373849e+00,-3.448826567658819009e+00,-2.534550883652386677e+00,-2.444086737274819843e+00,-2.112746530005416901e+00,-3.993002642198411056e+00,-4.236382554492665875e+00,-4.703496890767107530e+00,-4.176709690604965886e+00,-3.780991170305104898e+00,-3.490474167138203576e+00,-6.206345914992371426e+00,-5.404091113764394549e+00,-7.174685901655644571e+00,-7.571347651611213259e+00,-8.183319016733312523e+00
-8.000845273799553681e+00,-8.929126977449927338e+00,-8.518570588561749091e+00,-7.850756380086658659e+00,-8.413451375293673706e+00,-7.139835807117649757e+00,-7.527535532538720986e+00,-5.171004400443005800e+00,-4.031410797869948937e+00,-3.317113150892779139e+00,-2.869402477791258566e+00,-4.050255598005518820e+00,-3.273067708931765907e+00,-1.689404284414459889e+00,-2.776833555396605480e+00,-2.739341493988216580e+00,-1.466600684503578167e+00,-2.885684838220217596e+00,-4.482704369420988932e+00,-4.533574336452250719e+00,-3.109384115456857778e+00,-4.088925547708304187e+00,-5.074032611635547418e+00,-5.075007061816423359e+00,-6.093244858521293494e+00,-8.567243917138338105e+00,-7.885777388063352156e+00
-8.345620917458782984e+00,-8.931547597394571270e+00,-9.390228894026099837e+00,-7.671222115692067689e+00,-8.745765048543763243e+00,-7.488010773843957857e+00,-6.517098981436832972e+00,-5.345389321669771654e+00,-7.316027381408855668e+00,-7.511578404547484489e+00,-6.269617365314013036e+00,-4.477575059892923370e+00,-1.804021244420559222e+00,-2.730835527676001906e+00,-2.291431189523147172e+00,-2.561333519576105111e+00,-3.484413240619712138e+00,-3.009028902935523053e+00,-5.443898477942508585e+00,-5.987668712261624115e+00,-5.492080068303654805e+00,-6.404431571685734959e+00,-4.109274446742039011e+00,-5.273709702426996770e+00,-8.556054448017478720e+00,-8.805675252542673803e+00,-8.027994668265590050e+00
-7.928400565516059650e+00,-7.929725508017161140e+00,-7.234708010001360989e+00,-8.220198701496284954e+00,-8.584748694667847957e+00,-7.203155568384799423e+00,-5.576397816666673002e+00,-4.586711935477645774e+00,-6.737799165715939509e+00,-6.298910509110825728e+00,-5.688959047465071528e+00,-3.968273736606016122e+00,-4.240011614470863499e+00,-2.717033127780815960e+00,-3.249295310503382606e+00,-2.024884683473236802e+00,-3.343145787431016647e+00,-6.647901299091532046e+00,-5.315854677266540484e+00,-7.357609478296041061e+00,-5.608349432134223100e+00,-6.771940718394683145e+00,-6.064628473638181028e+00,-5.772119536980838461e+00,-7.270696820252190662e+00,-8.137184678748742073e+00,-8.268748178290968198e+00
-7.788106891678462596e+00,-8.575366608053306194e+00,-8.399128471728547041e+00,-7.084648055209920692e+00,-7.015732825817641682e+00,-6.756215461076199524e+00,-5.861424754427400963e+00,-5.636109540849384203e+00,-5.459914417544639242e+00,-5.653732885596703284e+00,-6.833242126178648235e+00,-4.498754385591601235e+00,-2.861512228779326428e+00,-1.885019291002494324e+00,-3.141822353489126751e+00,-2.428991955331843311e+00,-3.208509090844610334e+00,-4.681319578535986459e+00,-5.990927690532330985e+00,-6.258523260571740465e+00,-7.030437792649174789e+00,-6.349618860500990891e+00,-5.369610763628438477e+00,-6.747965859732815375e+00,-7.368676312061568368e+00,-8.108784524231504420e+00,-7.855492639891923368e+00
